event_id,match_id,team,event_team,event_time,event_type,action_player_1,action_player_2
501,28,Australia,home,82,Substitution,Maclaren,Duke
502,28,Australia,home,89,Substitution,Hrustić,Leckie
503,29,Wales,home,29,Yellow card,James,nan
504,29,Wales,home,36,Substitution,Roberts,Williams
505,29,Wales,home,45,Substitution,Johnson,Bale
506,29,England,away,50,Goal,Rashford,nan
507,29,England,away,51,Goal,Foden,Kane
508,29,England,away,57,Substitution,Alexander-Arnold,Walker
509,29,England,away,58,Substitution,Wilson,Kane
510,29,England,away,58,Substitution,Phillips,Rice
511,29,Wales,home,59,Substitution,Morrell,Davies
512,29,Wales,home,61,Yellow card,Ramsey,nan
513,29,England,away,65,Substitution,Trippier,Shaw
514,29,England,away,68,Goal,Rashford,Phillips
515,29,England,away,76,Substitution,Grealish,Rashford
516,29,Wales,home,77,Substitution,Wilson,James
517,29,Wales,home,81,Substitution,Colwill,Allen
518,30,USA,away,38,Goal,Pulisic,Dest
519,30,USA,away,43,Yellow card,Adams,nan
520,30,Iran,home,48,Substitution,Karimi,Mohammadi
521,30,USA,away,45,Substitution,Aaronson,Pulisic
522,30,Iran,home,45,Substitution,Ghoddos,Azmoun
523,30,USA,away,65,Substitution,Acosta,McKennie
524,30,Iran,home,71,Substitution,Torabi,Nourollahi
525,30,Iran,home,72,Substitution,Jalali,Hajsafi
526,30,Iran,home,77,Yellow card,Hosseini,nan
527,30,USA,away,77,Substitution,Wright,Sargent
528,30,Iran,home,78,Substitution,Ansarifard,Gholizadeh
529,30,USA,away,82,Substitution,Moore,Dest
530,30,USA,away,82,Substitution,Zimmerman,Weah
531,30,Iran,home,83,Yellow card,Kanani,nan
532,30,Iran,home,96,Yellow card,Jalali,nan
533,31,Netherlands,home,26,Goal,Gakpo,Klaassen
534,31,Netherlands,home,49,Goal,de Jong,nan
535,31,Netherlands,home,52,Yellow card,Aké,nan
536,31,Qatar,away,64,Substitution,Boudiaf,Madibo
537,31,Qatar,away,64,Substitution,Muntari,Ali
538,31,Qatar,away,64,Substitution,Assadalla,Al Haydos
539,31,Netherlands,home,66,Substitution,Berghuis,Klaassen
540,31,Netherlands,home,66,Substitution,Janssen,Memphis
541,31,Netherlands,home,68,Disallowed goal,goal,nan
542,31,Netherlands,home,83,Substitution,Koopmeiners,de Roon
543,31,Netherlands,home,83,Substitution,Weghorst,Gakpo
544,31,Qatar,away,85,Substitution,Alaaeldin,Hatem
545,31,Qatar,away,85,Substitution,Khidir,Mohammad
546,31,Netherlands,home,86,Substitution,Taylor,de Jong
547,32,Senegal,away,44,Penalty,Sarr,Penalty
548,32,Ecuador,home,45,Substitution,Sarmiento,Franco
549,32,Ecuador,home,45,Substitution,Cifuentes,Gruezo
550,32,Ecuador,home,64,Substitution,Reasco,Estrada
551,32,Senegal,away,66,Yellow card,Gueye,nan
552,32,Ecuador,home,67,Goal,Caicedo,Torres
553,32,Senegal,away,70,Goal,Koulibaly,nan
554,32,Senegal,away,74,Substitution,Mendy,Ciss
555,32,Senegal,away,75,Substitution,Dieng,Ndiaye
556,32,Ecuador,home,85,Substitution,Porozo,Preciado
557,32,Senegal,away,95,Substitution,Abou Cissé,Dia
558,33,Uruguay,away,6,Yellow card,Bentancur,nan
559,33,Portugal,home,38,Yellow card,Neves,nan
560,33,Portugal,home,42,Substitution,Guerreiro,Mendes
561,33,Uruguay,away,44,Yellow card,Olivera,nan
562,33,Portugal,home,54,Goal,Fernandes,Guerreiro
563,33,Uruguay,away,62,Substitution,de Arrascaeta,Vecino
564,33,Uruguay,away,62,Substitution,Pellistri,Godín
565,33,Portugal,home,69,Substitution,Leão,Neves
566,33,Uruguay,away,72,Substitution,Gómez,Núñez
567,33,Uruguay,away,73,Substitution,Suárez,Cavani
568,33,Portugal,home,77,Yellow card,Félix,nan
569,33,Portugal,home,82,Substitution,Nunes,Félix
570,33,Portugal,home,82,Substitution,Ramos,Ronaldo
571,33,Portugal,home,82,Substitution,Palhinha,Carvalho
572,33,Uruguay,away,86,Substitution,Viña,Olivera
573,33,Portugal,home,89,Yellow card,Dias,nan
574,33,Portugal,home,93,Penalty,Fernandes,Penalty
575,34,Brazil,home,45,Substitution,Rodrygo,Paquetá
576,34,Switzerland,away,50,Yellow card,Rieder,nan
577,34,Brazil,home,52,Yellow card,Fred,nan
578,34,Brazil,home,58,Substitution,Guimarães,Fred
579,34,Switzerland,away,59,Substitution,Fernandes,Vargas
580,34,Switzerland,away,59,Substitution,Steffen,Rieder
581,34,Brazil,home,65,Disallowed goal,goal,nan
582,34,Brazil,home,73,Substitution,Jesus,Richarlison
583,34,Brazil,home,73,Substitution,Antony,Raphinha
584,34,Switzerland,away,76,Substitution,Aebischer,Sow
585,34,Switzerland,away,76,Substitution,Seferovic,Embolo
586,34,Brazil,home,83,Goal,Casemiro,Rodrygo
587,34,Switzerland,away,86,Substitution,Frei,Widmer
588,34,Brazil,home,86,Substitution,Telles,Sandro
589,35,Ghana,away,21,Yellow card,Amartey,nan
590,35,Ghana,away,24,Goal,Salisu,nan
591,35,South Korea,home,27,Yellow card,Woo-young,nan
592,35,Ghana,away,34,Goal,Kudus,Ayew
593,35,South Korea,home,45,Substitution,Sang-ho,Woo-yeong
594,35,South Korea,home,57,Substitution,Kang-in,Chang-hoon
595,35,South Korea,home,58,Goal,Gue-sung,Kang-in
596,35,South Korea,home,61,Goal,Gue-sung,Jin-su
597,35,Ghana,away,68,Goal,Kudus,Williams
598,35,Ghana,away,73,Yellow card,Lamptey,nan
599,35,South Korea,home,77,Yellow card,Young-gwon,nan
600,35,Ghana,away,78,Substitution,Kyereh,Ayew
601,35,Ghana,away,78,Substitution,Odoi,Lamptey
602,35,Ghana,away,78,Substitution,Sulemana,Ayew
603,35,South Korea,home,79,Substitution,Ui-jo,Woo-young
604,35,Ghana,away,83,Substitution,Djiku,Kudus
605,35,Ghana,away,88,Substitution,Rahman,Mensah
606,35,South Korea,home,92,Substitution,Kyung-won,Min-jae
607,36,Cameroon,home,24,Yellow card,Nkoulou,nan
608,36,Cameroon,home,29,Goal,Castelletto,nan
609,36,Cameroon,home,30,Yellow card,Bassogog,nan
610,36,Serbia,away,46,Goal,Pavlović,Tadić
611,36,Serbia,away,48,Goal,Milinković-Savić,Živković
612,36,Serbia,away,49,Yellow card,Jović,nan
613,36,Serbia,away,53,Goal,Mitrović,Živković
614,36,Cameroon,home,55,Substitution,Aboubakar,Hongla
615,36,Serbia,away,56,Substitution,Mitrović,Pavlović
616,36,Cameroon,home,63,Goal,Aboubakar,Castelletto
617,36,Cameroon,home,66,Goal,Maxim Choupo-Moting,Aboubakar
618,36,Cameroon,home,67,Substitution,Ondoua,Kunde
619,36,Cameroon,home,67,Substitution,Bassogog,Toko Ekambi
620,36,Serbia,away,78,Substitution,Babić,Veljkovic
621,36,Serbia,away,78,Substitution,Radonjić,Živković
622,36,Serbia,away,79,Substitution,Grujić,Milinković-Savić
623,36,Cameroon,home,81,Substitution,Oum Gouet,Zambo Anguissa
624,36,Cameroon,home,81,Substitution,Nkoudou,Mbeumo
625,36,Serbia,away,92,Substitution,Đuričić,Kostić
626,36,Serbia,away,93,Yellow card,Milenković,nan
627,37,Germany,away,37,Yellow card,Kehrer,nan
628,37,Germany,away,39,Disallowed goal,goal,nan
629,37,Spain,home,44,Yellow card,Busquets,nan
630,37,Spain,home,54,Substitution,Morata,Torres
631,37,Germany,away,58,Yellow card,Goretzka,nan
632,37,Germany,away,60,Yellow card,Kimmich,nan
633,37,Spain,home,62,Goal,Morata,Alba
634,37,Spain,home,66,Substitution,Koke,Asensio
635,37,Spain,home,66,Substitution,Williams,Gavi
636,37,Germany,away,70,Substitution,Sané,Gündoğan
637,37,Germany,away,70,Substitution,Füllkrug,Müller
638,37,Germany,away,70,Substitution,Klostermann,Kehrer
639,37,Spain,home,82,Substitution,Baldé,Alba
640,37,Germany,away,83,Goal,Füllkrug,Musiala
641,37,Germany,away,85,Substitution,Hofmann,Gnabry
642,37,Germany,away,87,Substitution,Schlotterbeck,Raum
643,38,Canada,away,2,Goal,Davies,Buchanan
644,38,Croatia,home,36,Goal,Kramarić,Perišić
645,38,Croatia,home,44,Goal,Livaja,Juranović
646,38,Canada,away,45,Substitution,Koné,Eustáquio
647,38,Canada,away,45,Substitution,Osorio,Larin
648,38,Canada,away,52,Yellow card,Buchanan,nan
649,38,Croatia,home,56,Yellow card,Lovren,nan
650,38,Croatia,home,60,Substitution,Petković,Livaja
651,38,Canada,away,62,Substitution,Hoilett,Laryea
652,38,Croatia,home,70,Goal,Kramarić,Perišić
653,38,Canada,away,72,Substitution,Cavallini,David
654,38,Croatia,home,73,Substitution,Vlašić,Kramarić
655,38,Canada,away,73,Substitution,Adekugbe,Hutchinson
656,38,Canada,away,85,Yellow card,Miller,nan
657,38,Croatia,home,85,Yellow card,Modrić,nan
658,38,Croatia,home,86,Substitution,Oršić,Perišić
659,38,Croatia,home,86,Substitution,Pašalić,Modrić
660,38,Croatia,home,86,Substitution,Majer,Kovačić
661,38,Croatia,home,94,Goal,Majer,Oršić
662,39,Belgium,home,28,Yellow card,Onana,nan
663,39,Morocco,away,47,Disallowed goal,goal,nan
664,39,Belgium,home,60,Substitution,Tielemans,Onana
665,39,Belgium,home,60,Substitution,Mertens,Hazard
666,39,Morocco,away,67,Substitution,Attiyat Allah,Amallah
667,39,Morocco,away,68,Substitution,Sabiri,Hakimi
668,39,Morocco,away,73,Goal,Saïss,Sabiri
669,39,Morocco,away,73,Substitution,Aboukhlal,Boufal
670,39,Morocco,away,73,Substitution,Hamdallah,En-Nesyri
671,39,Belgium,home,75,Substitution,Trossard,Hazard
672,39,Belgium,home,75,Substitution,De Ketelaere,Batshuayi
673,39,Morocco,away,78,Substitution,El Yamiq,Ounahi
674,39,Belgium,home,81,Substitution,Lukaku,Meunier
675,39,Morocco,away,92,Goal,Aboukhlal,Ziyech
676,39,Morocco,away,95,Yellow card,Sabiri,nan
677,40,Costa Rica,away,41,Yellow card,Contreras,nan
678,40,Japan,home,44,Yellow card,Yamane,nan
679,40,Japan,home,45,Substitution,Ito,Nagatomo
680,40,Japan,home,45,Substitution,Asano,Ueda
681,40,Costa Rica,away,61,Yellow card,Borges,nan
682,40,Japan,home,62,Substitution,Mitoma,Yamane
683,40,Costa Rica,away,65,Substitution,Aguilera,Torres
684,40,Costa Rica,away,65,Substitution,Bennette,Contreras
685,40,Japan,home,67,Substitution,Ito,Dōan
686,40,Costa Rica,away,70,Yellow card,Calvo,nan
687,40,Costa Rica,away,81,Goal,Fuller,Tejeda
688,40,Japan,home,82,Substitution,Minamino,Soma
689,40,Japan,home,84,Yellow card,Itakura,nan
690,40,Costa Rica,away,89,Substitution,Salas,Borges
691,40,Japan,home,93,Yellow card,Endo,nan
692,40,Costa Rica,away,95,Substitution,Chacón,Campbell
693,41,Mexico,away,22,Yellow card,Araujo,nan
694,41,Mexico,away,42,Substitution,Gutiérrez,Guardado
695,41,Argentina,home,43,Yellow card,Montiel,nan
696,41,Mexico,away,50,Yellow card,Gutiérrez,nan
697,41,Argentina,home,57,Substitution,Fernández,Rodríguez
698,41,Argentina,home,63,Substitution,Álvarez,Martínez
699,41,Argentina,home,63,Substitution,Molina,Montiel
700,41,Argentina,home,64,Goal,Messi,Di María
701,41,Mexico,away,66,Substitution,Antuna,Vega
702,41,Mexico,away,66,Yellow card,Herrera,nan
703,41,Mexico,away,66,Substitution,Jiménez,Álvarez
704,41,Argentina,home,69,Substitution,Romero,Di María
705,41,Argentina,home,69,Substitution,Palacios,Mac Allister
706,41,Mexico,away,73,Substitution,Alvarado,Lozano
707,41,Argentina,home,87,Goal,Fernández,Messi
708,41,Mexico,away,89,Yellow card,Alvarado,nan
709,42,Denmark,away,20,Yellow card,Christensen,nan
710,42,Denmark,away,23,Yellow card,Cornelius,nan
711,42,France,home,43,Yellow card,Koundé,nan
712,42,Denmark,away,45,Substitution,Braithwaite,Cornelius
713,42,France,home,61,Goal,Mbappé,Hernandez
714,42,France,home,62,Substitution,Thuram,Giroud
715,42,Denmark,away,68,Goal,Christensen,Andersen
716,42,Denmark,away,73,Substitution,Dolberg,Damsgaard
717,42,France,home,75,Substitution,Konaté,Varane
718,42,France,home,75,Substitution,Coman,Dembélé
719,42,Denmark,away,85,Substitution,Nørgaard,Lindstrøm
720,42,France,home,86,Goal,Mbappé,Griezmann
721,42,Denmark,away,92,Substitution,Bah,Kristensen
722,42,France,home,93,Substitution,Fofana,Griezmann
723,43,Poland,home,15,Yellow card,Kiwior,nan
724,43,Poland,home,16,Yellow card,Cash,nan
725,43,Poland,home,19,Yellow card,Milik,nan
726,43,Saudi Arabia,away,20,Yellow card,Al-Malki,nan
727,43,Poland,home,39,Goal,Zieliński,Lewandowski
728,43,Saudi Arabia,away,46,Missed penalty,Al-Dawsari,penalty
729,43,Saudi Arabia,away,49,Yellow card,Al-Amri,nan
730,43,Saudi Arabia,away,45,Substitution,Al-Abed,Al-Najei
731,43,Poland,home,63,Substitution,Kamiński,Zieliński
732,43,Saudi Arabia,away,65,Substitution,Al-Ghanam,Al-Breik
733,43,Poland,home,71,Substitution,Piątek,Milik
734,43,Poland,home,82,Goal,Lewandowski,nan
735,43,Saudi Arabia,away,85,Substitution,Al-Aboud,Al-Malki
736,43,Saudi Arabia,away,86,Substitution,Al-Dawsari,Al-Shehri
737,43,Saudi Arabia,away,95,Substitution,Bahebri,Al-Abed
738,44,Australia,away,23,Goal,Duke,nan
739,44,Tunisia,home,26,Yellow card,Laïdouni,nan
740,44,Tunisia,home,45,Substitution,Sassi,Dräger
741,44,Australia,away,64,Substitution,Maclaren,Duke
742,44,Australia,away,64,Substitution,Hrustić,McGree
743,44,Tunisia,home,64,Yellow card,Abdi,nan
744,44,Tunisia,home,67,Substitution,Khazri,Laïdouni
745,44,Tunisia,home,73,Substitution,Yassine Khenissi,Jebali
746,44,Tunisia,home,73,Substitution,Kechrida,Bronn
747,44,Australia,away,75,Substitution,Degenek,Karačić
748,44,Australia,away,85,Substitution,Mabil,Goodwin
749,44,Australia,away,85,Substitution,Baccus,Leckie
750,44,Tunisia,home,93,Yellow card,Sassi,nan
751,45,England,home,68,Substitution,Grealish,Sterling
752,45,England,home,69,Substitution,Henderson,Bellingham
753,45,USA,away,77,Substitution,Aaronson,McKennie
754,45,USA,away,78,Substitution,Moore,Dest
755,45,England,home,78,Substitution,Rashford,Saka
756,45,USA,away,83,Substitution,Reyna,Weah
757,45,USA,away,83,Substitution,Sargent,Wright
758,46,Netherlands,home,6,Goal,Gakpo,Klaassen
759,46,Netherlands,home,45,Substitution,Memphis,Bergwijn
760,46,Ecuador,away,49,Goal,Valencia,nan
761,46,Ecuador,away,57,Yellow card,Méndez,nan
762,46,Netherlands,home,69,Substitution,Berghuis,Klaassen
763,46,Ecuador,away,74,Substitution,Sarmiento,Estrada
764,46,Netherlands,home,79,Substitution,de Roon,Koopmeiners
765,46,Netherlands,home,80,Substitution,Weghorst,Gakpo
766,46,Ecuador,away,90,Substitution,Rodríguez,Valencia
767,46,Ecuador,away,90,Substitution,Ibarra,Plata
768,47,Qatar,home,20,Yellow card,Mohammad,nan
769,47,Senegal,away,30,Yellow card,Dia,nan
770,47,Senegal,away,41,Goal,Dia,nan
771,47,Qatar,home,47,Yellow card,Ahmed,nan
772,47,Senegal,away,48,Goal,Diédhiou,Jakobs
773,47,Senegal,away,52,Yellow card,Jakobs,nan
774,47,Senegal,away,64,Substitution,Ciss,Diatta
775,47,Qatar,home,69,Substitution,Hatem,Boudiaf
776,47,Senegal,away,74,Substitution,Dieng,Diédhiou
777,47,Qatar,home,74,Substitution,Muntari,Al Haydos
778,47,Senegal,away,74,Substitution,Ndiaye,Sarr
779,47,Senegal,away,77,Substitution,Abou Cissé,Jakobs
780,47,Senegal,away,77,Substitution,Matar Sarr,Mendy
781,47,Qatar,home,78,Goal,Muntari,Mohammad
782,47,Qatar,home,83,Substitution,Salman,Ahmed
783,47,Qatar,home,83,Substitution,Waad,Miguel
784,47,Senegal,away,84,Goal,Dieng,Ndiaye
785,47,Senegal,away,87,Yellow card,Ciss,nan
786,47,Qatar,home,91,Yellow card,Madibo,nan
787,48,Iran,away,15,Disallowed goal,goal,nan
788,48,Wales,home,48,Yellow card,Rodon,nan
789,48,Wales,home,57,Substitution,Johnson,Roberts
790,48,Wales,home,58,Substitution,James,Wilson
791,48,Iran,away,68,Substitution,Ansarifard,Azmoun
792,48,Iran,away,77,Substitution,Jahanbakhsh,Gholizadeh
793,48,Iran,away,77,Substitution,Torabi,Hajsafi
794,48,Wales,home,77,Substitution,Allen,Ampadu
795,48,Iran,away,78,Substitution,Cheshmi,Nourollahi
796,48,Iran,away,83,Substitution,Karimi,Ezatolahi
797,48,Wales,home,86,Red card,Hennessey,nan
798,48,Wales,home,87,Substitution,Ward,Ramsey
799,48,Iran,away,94,Yellow card,Rezaeian,nan
800,48,Iran,away,95,Yellow card,Jahanbakhsh,nan
801,48,Iran,away,98,Goal,Cheshmi,nan
802,48,Iran,away,101,Goal,Rezaeian,Taremi
803,49,Serbia,away,7,Yellow card,Pavlović,nan
804,49,Serbia,away,49,Yellow card,Gudelj,nan
805,49,Serbia,away,57,Substitution,Ilić,Gudelj
806,49,Serbia,away,57,Substitution,Radonjić,Živković
807,49,Brazil,home,62,Goal,Richarlison,nan
808,49,Serbia,away,64,Yellow card,Lukić,nan
809,49,Serbia,away,66,Substitution,Lazović,Lukić
810,49,Serbia,away,66,Substitution,Vlahović,Mladenović
811,49,Brazil,home,73,Goal,Richarlison,Júnior
812,49,Brazil,home,75,Substitution,Fred,Paquetá
813,49,Brazil,home,76,Substitution,Rodrygo,Júnior
814,49,Brazil,home,79,Substitution,Jesus,Richarlison
815,49,Brazil,home,80,Substitution,Antony,Neymar
816,49,Serbia,away,83,Substitution,Maksimović,Mitrović
817,49,Brazil,home,87,Substitution,Martinelli,Raphinha
818,50,Ghana,away,45,Yellow card,Kudus,nan
819,50,Ghana,away,49,Yellow card,Ayew,nan
820,50,Portugal,home,56,Substitution,Carvalho,Otávio
821,50,Ghana,away,57,Yellow card,Seidu,nan
822,50,Portugal,home,65,Penalty,Ronaldo,Penalty
823,50,Ghana,away,66,Substitution,Lamptey,Seidu
824,50,Ghana,away,73,Goal,Ayew,nan
825,50,Ghana,away,77,Substitution,Bukari,Kudus
826,50,Portugal,home,77,Substitution,Leão,Neves
827,50,Ghana,away,77,Substitution,Ayew,Ayew
828,50,Portugal,home,78,Goal,Félix,Fernandes
829,50,Portugal,home,80,Goal,Leão,Fernandes
830,50,Portugal,home,88,Substitution,Palhinha,Silva
831,50,Portugal,home,88,Substitution,Mário,Félix
832,50,Portugal,home,88,Substitution,Ramos,Ronaldo
833,50,Ghana,away,89,Goal,Bukari,nan
834,50,Portugal,home,91,Yellow card,Pereira,nan
835,50,Ghana,away,91,Yellow card,Williams,nan
836,50,Ghana,away,92,Substitution,Kyereh,Djiku
837,50,Ghana,away,92,Substitution,Semenyo,Abdul Samed
838,50,Portugal,home,95,Yellow card,Fernandes,nan
839,51,Uruguay,home,57,Yellow card,Cáceres,nan
840,51,Uruguay,home,64,Substitution,Cavani,Suárez
841,51,South Korea,away,74,Substitution,Gue-sung,Ui-jo
842,51,South Korea,away,74,Substitution,Jun-ho,Jae-sung
843,51,South Korea,away,75,Substitution,Kang-in,Sang-ho
844,51,Uruguay,home,78,Substitution,de Cruz,Vecino
845,51,Uruguay,home,79,Substitution,Viña,Olivera
846,51,South Korea,away,88,Yellow card,Gue-sung,nan
847,51,Uruguay,home,88,Substitution,Varela,Pellistri
848,52,Cameroon,away,36,Yellow card,Fai,nan
849,52,Switzerland,home,48,Goal,Embolo,Shaqiri
850,52,Switzerland,home,64,Yellow card,Elvedi,nan
851,52,Cameroon,away,68,Substitution,Ondoua,Hongla
852,52,Switzerland,home,71,Substitution,Frei,Sow
853,52,Switzerland,home,72,Substitution,Okafor,Shaqiri
854,52,Switzerland,home,72,Substitution,Seferovic,Embolo
855,52,Cameroon,away,74,Substitution,Aboubakar,Maxim Choupo-Moting
856,52,Cameroon,away,74,Substitution,Nkoudou,Toko Ekambi
857,52,Switzerland,home,81,Substitution,Rieder,Vargas
858,52,Cameroon,away,81,Substitution,Ngamaleu,Mbeumo
859,52,Switzerland,home,83,Yellow card,Akanji,nan
860,52,Switzerland,home,90,Substitution,Cömert,Rodríguez
861,53,Belgium,home,9,Yellow card,Carrasco,nan
862,53,Canada,away,10,Missed penalty,Davies,penalty
863,53,Belgium,home,44,Goal,Batshuayi,Alderweireld
864,53,Belgium,home,45,Substitution,Meunier,Carrasco
865,53,Belgium,home,45,Substitution,Onana,Tielemans
866,53,Belgium,home,53,Yellow card,Meunier,nan
867,53,Belgium,home,56,Yellow card,Onana,nan
868,53,Canada,away,58,Substitution,Larin,Hoilett
869,53,Canada,away,58,Substitution,Koné,Hutchinson
870,53,Belgium,home,62,Substitution,Trossard,Hazard
871,53,Canada,away,74,Substitution,Adekugbe,Laryea
872,53,Belgium,home,78,Substitution,Openda,Batshuayi
873,53,Canada,away,81,Yellow card,Davies,nan
874,53,Canada,away,81,Substitution,Osorio,Eustáquio
875,53,Canada,away,81,Substitution,Millar,Buchanan
876,53,Canada,away,83,Yellow card,Johnston,nan
877,54,Spain,home,11,Goal,Olmo,nan
878,54,Spain,home,21,Goal,Asensio,Alba
879,54,Spain,home,31,Penalty,Torres,Penalty
880,54,Costa Rica,away,45,Substitution,Waston,Martínez
881,54,Spain,home,54,Goal,Torres,nan
882,54,Spain,home,57,Substitution,Morata,Torres
883,54,Spain,home,57,Substitution,Soler,Pedri
884,54,Costa Rica,away,61,Substitution,Zamora,Contreras
885,54,Costa Rica,away,61,Substitution,Ruiz,Bennette
886,54,Spain,home,64,Substitution,Baldé,Alba
887,54,Spain,home,64,Substitution,Koke,Busquets
888,54,Costa Rica,away,68,Yellow card,Calvo,nan
889,54,Spain,home,69,Substitution,Williams,Asensio
890,54,Costa Rica,away,72,Substitution,Aguilera,Borges
891,54,Spain,home,74,Goal,Gavi,Morata
892,54,Costa Rica,away,82,Substitution,Matarrita,Oviedo
893,54,Spain,home,90,Goal,Soler,nan
894,54,Spain,home,92,Goal,Morata,Olmo
895,54,Costa Rica,away,97,Yellow card,Campbell,nan
896,55,Germany,home,33,Penalty,Gündoğan,Penalty
897,55,Germany,home,49,Disallowed goal,goal,nan
898,55,Japan,away,45,Substitution,Tomiyasu,Kubo
899,55,Japan,away,57,Substitution,Mitoma,Nagatomo
900,55,Japan,away,57,Substitution,Asano,Maeda
901,55,Germany,home,67,Substitution,Hofmann,Müller
902,55,Germany,home,67,Substitution,Goretzka,Gündoğan
903,55,Japan,away,71,Substitution,Dōan,Tanaka
904,55,Japan,away,74,Substitution,Minamino,Sakai
905,55,Japan,away,75,Goal,Dōan,nan
906,55,Germany,home,79,Substitution,Götze,Musiala
907,55,Germany,home,79,Substitution,Füllkrug,Havertz
908,55,Japan,away,83,Goal,Asano,Itakura
909,55,Germany,home,90,Substitution,Moukoko,Gnabry
910,56,Croatia,away,45,Substitution,Pašalić,Vlašić
911,56,Morocco,home,60,Substitution,Attiyat Allah,Mazraoui
912,56,Morocco,home,65,Substitution,Ezzalzouli,Boufal
913,56,Croatia,away,71,Substitution,Livaja,Kramarić
914,56,Morocco,home,78,Yellow card,Amrabat,nan
915,56,Croatia,away,79,Substitution,Majer,Kovačić
916,56,Morocco,home,81,Substitution,Hamdallah,En-Nesyri
917,56,Morocco,home,82,Substitution,Sabiri,Ounahi
918,56,Croatia,away,90,Substitution,Oršić,Perišić
919,57,Australia,away,9,Goal,Goodwin,Leckie
920,57,France,home,13,Substitution,Hernandez,Hernandez
921,57,France,home,27,Goal,Rabiot,Hernandez
922,57,France,home,32,Goal,Giroud,Rabiot
923,57,Australia,away,55,Yellow card,Duke,nan
924,57,Australia,away,56,Substitution,Cummings,Duke
925,57,France,home,68,Goal,Mbappé,Dembélé
926,57,France,home,71,Goal,Giroud,Mbappé
927,57,Australia,away,73,Substitution,Mabil,McGree
928,57,Australia,away,73,Substitution,Kuol,Goodwin
929,57,France,home,77,Substitution,Fofana,Tchouaméni
930,57,France,home,77,Substitution,Coman,Dembélé
931,57,Australia,away,80,Yellow card,Irvine,nan
932,57,Australia,away,85,Substitution,Baccus,Irvine
933,57,Australia,away,85,Substitution,Degenek,Atkinson
934,57,France,home,89,Substitution,Koundé,Pavard
935,57,France,home,89,Substitution,Thuram,Giroud
936,57,Australia,away,94,Yellow card,Mooy,nan
937,58,Mexico,home,29,Yellow card,Sánchez,nan
938,58,Poland,away,45,Substitution,Bielik,Zalewski
939,58,Mexico,home,56,Yellow card,Moreno,nan
940,58,Poland,away,58,Missed penalty,Lewandowski,penalty
941,58,Mexico,home,71,Substitution,Rodríguez,Herrera
942,58,Mexico,home,71,Substitution,Jiménez,Martín
943,58,Poland,away,72,Substitution,Frankowski,Szymański
944,58,Poland,away,76,Yellow card,Frankowski,nan
945,58,Mexico,home,84,Substitution,Antuna,Vega
946,58,Poland,away,87,Substitution,Milik,Zieliński
947,59,Denmark,home,24,Yellow card,Kristensen,nan
948,59,Denmark,home,46,Substitution,Damsgaard,Delaney
949,59,Denmark,home,65,Substitution,Jensen,Kjær
950,59,Denmark,home,65,Substitution,Lindstrøm,Skov Olsen
951,59,Denmark,home,65,Substitution,Cornelius,Dolberg
952,59,Tunisia,away,67,Substitution,Sliti,Ben Slimane
953,59,Denmark,home,78,Yellow card,Jensen,nan
954,59,Tunisia,away,80,Substitution,Mejbri,Msakni
955,59,Tunisia,away,80,Substitution,Yassine Khenissi,Jebali
956,59,Tunisia,away,86,Yellow card,Yassine Khenissi,nan
957,59,Tunisia,away,88,Substitution,Kechrida,Dräger
958,59,Tunisia,away,88,Substitution,Sassi,Laïdouni
959,60,Argentina,home,10,Penalty,Messi,Penalty
960,60,Argentina,home,28,Disallowed goal,goal,nan
961,60,Saudi Arabia,away,49,Substitution,Al-Abed,Al-Faraj
962,60,Saudi Arabia,away,48,Goal,Al-Shehri,Al-Buraikan
963,60,Saudi Arabia,away,53,Goal,Al-Dawsari,nan
964,60,Argentina,home,59,Substitution,Martínez,Romero
965,60,Argentina,home,59,Substitution,Álvarez,Gómez
966,60,Argentina,home,59,Substitution,Fernández,Paredes
967,60,Saudi Arabia,away,67,Yellow card,Al-Malki,nan
968,60,Argentina,home,71,Substitution,Acuña,Tagliafico
969,60,Saudi Arabia,away,75,Yellow card,Al-Bulaihi,nan
970,60,Saudi Arabia,away,78,Substitution,Al-Ghanam,Al-Shehri
971,60,Saudi Arabia,away,79,Yellow card,Al-Dawsari,nan
972,60,Saudi Arabia,away,82,Yellow card,Abdulhamid,nan
973,60,Saudi Arabia,away,88,Substitution,Al-Amri,Al-Abed
974,60,Saudi Arabia,away,88,Yellow card,Al-Abed,nan
975,60,Saudi Arabia,away,89,Substitution,Asiri,Al-Buraikan
976,60,Saudi Arabia,away,92,Yellow card,Al-Owais,nan
977,60,Saudi Arabia,away,99,Substitution,Al-Breik,Al-Shahrani
978,61,USA,home,11,Yellow card,Dest,nan
979,61,USA,home,13,Yellow card,McKennie,nan
980,61,USA,home,36,Goal,Weah,Pulisic
981,61,Wales,away,40,Yellow card,Bale,nan
982,61,Wales,away,48,Yellow card,Mepham,nan
983,61,Wales,away,45,Substitution,Moore,James
984,61,USA,home,51,Yellow card,Ream,nan
985,61,USA,home,66,Substitution,Aaronson,McKennie
986,61,USA,home,74,Substitution,Wright,Sargent
987,61,USA,home,74,Substitution,Yedlin,Dest
988,61,USA,home,75,Substitution,Acosta,Musah
989,61,Wales,away,79,Substitution,Johnson,Williams
990,61,Wales,away,82,Penalty,Bale,Penalty
991,61,USA,home,88,Substitution,Morris,Weah
